20 graphs in wdGraphs.txt.

** G1: |V|=5, V={0,1,...4}
(u, v, weight) E = { 
      (53, 241, 29.878)
      (53, 244, 20.538)
      (54,  7, 80.756)
      (54, 95, 17.631)
      (54, 96, 65.471)
      (54, 128,  5.485)
      (54, 142, 15.531)
      (54, 168, 35.901)
      (54, 182, 44.808)
      (55,  5, 25.633)
      (55,  6, 21.372)
      (55,  9, 67.232)
      (55, 77, 76.910)
      (55, 121, 95.256)
      (55, 127, 28.691)
      (55, 130, 65.252)
      (55, 184, 38.550)
      (55, 246, 95.613)
      (55, 248, 25.377)
      (56, 48, 51.817)
      (56, 73, 36.578)
      (56, 99, 92.916)
      (56, 152, 30.169)
      (56, 160, 64.303)
      (56, 175, 40.445)
      (56, 200, 45.026)
      (56, 214, 34.444)
      (56, 245, 53.030)
      (57, 127, 62.218)
      (57, 141, 83.432)
      (57, 239, 58.225)
      (58,  2, 75.006)
      (58, 23,  7.037)
      (58, 36, 71.322)
      (58, 62, 28.731)
      (58, 115, 71.349)
      (58, 125, 11.850)
      (58, 133, 73.516)
      (58, 142, 73.866)
      (58, 147, 70.890)
      (58, 195,  4.837)
      (58, 206,  7.360)
      (59, 36,  9.475)
      (59, 42, 96.627)
      (59, 66, 30.135)
      (59, 77, 71.850)
      (59, 87, 38.288)
      (59, 104, 27.590)
      (59, 118, 29.565)
      (59, 127,  3.118)
      (59, 170, 65.432)
      (59, 173, 61.331)
      (59, 211, 58.458)
      (59, 222, 54.529)
      (60, 23, 14.137)
      (60, 54, 13.557)
      (60, 57, 74.257)
      (60, 77, 58.634)
      (60, 93, 57.943)
      (60, 99, 45.486)
      (60, 153, 50.701)
      (60, 168, 47.661)
      (60, 225, 51.709)
      (61, 46, 15.578)
      (61, 64, 78.523)
      (61, 71, 96.922)
      (61, 79, 20.784)
      (61, 80, 38.284)
      (61, 169, 93.011)
      (61, 176, 96.706)
      (61, 177, 28.363)
      (61, 252, 73.043)
      (62, 59, 16.422)
      (62, 102, 10.459)
      (62, 112,  9.359)
      (62, 120, 47.729)
      (62, 175, 12.242)
      (62, 183, 25.815)
      (63, 26, 12.695)
      (63, 44, 70.093)
      (63, 109, 46.809)
      (63, 219, 23.999)
      (63, 251, 23.942)
      (64, 11, 88.066)
      (64, 104, 24.795)
      (64, 127, 65.097)
      (64, 133, 97.850)
      (64, 140, 72.568)
      (64, 232, 49.851)
      (64, 254, 80.998)
      (65,  7, 54.650)
      (65,  9, 26.482)
      (65, 24,  3.111)
      (65, 26, 97.751)
      (65, 38, 49.724)
      (65, 96, 87.446)
      (65, 125, 15.267)
      (65, 139, 36.982)
      (65, 141, 42.989)
      (65, 178, 91.376)
      (66, 18, 29.300)
      (66, 46, 51.274)
      (66, 138, 30.656)
      (66, 171, 93.095)
      (66, 181, 82.635)
      (67, 99, 86.932)
      (67, 250, 24.361)
      (68, 26, 17.958)
      (68, 30, 95.973)
      (68, 72, 44.961)
      (68, 135, 22.739)
      (68, 168, 30.283)
      (68, 184, 72.544)
      (68, 191, 51.259)
      (68, 212, 16.859)
      (68, 219, 99.908)
      (68, 222, 15.732)
      (68, 232, 82.945)
      (69, 57, 48.708)
      (69, 203, 84.380)
      (69, 212,  7.391)
      (69, 221, 60.099)
      (69, 222, 49.281)
      (69, 229, 28.321)
      (69, 235, 38.789)
      (70, 86,  1.951)
      (70, 95, 96.609)
      (70, 173, 24.496)
      (70, 228, 89.824)
      (71, 23,  7.405)
      (71, 117,  1.811)
      (71, 167, 87.141)
      (71, 169, 76.076)
      (71, 170, 81.758)
      (71, 196,  1.714)
      (72, 74, 75.442)
      (72, 86, 50.472)
      (72, 117, 41.622)
      (72, 141,  9.452)
      (72, 150, 87.573)
      (72, 174, 34.340)
      (72, 204, 47.088)
      (73, 104, 94.362)
      (73, 195, 30.773)
      (73, 218, 25.174)
      (73, 245, 45.705)
      (74, 122,  9.245)
      (74, 189, 25.276)
      (74, 209, 91.021)
      (74, 216, 12.455)
      (75, 20, 43.070)
      (75, 89, 58.168)
      (75, 226, 38.704)
      (75, 245, 69.003)
      (76, 18, 35.085)
      (76, 24, 19.799)
      (76, 54, 76.149)
      (76, 103, 71.336)
      (76, 115, 66.005)
      (76, 133, 85.018)
      (76, 157, 85.207)
      (76, 199, 12.110)
      (76, 222, 93.626)
      (77, 99, 98.498)
      (77, 127,  5.664)
      (77, 145, 66.137)
      (77, 156, 80.156)
      (77, 253, 16.373)
      (78, 142, 89.083)
      (78, 250, 24.722)
      (79, 20, 50.083)
      (79, 52, 26.556)
      (79, 69, 73.353)
      (79, 80, 58.280)
      (79, 99, 25.982)
      (79, 215, 70.455)
      (79, 253, 62.694)
      (80,  0, 12.273)
      (80, 58, 46.647)
      (80, 69, 23.142)
      (81,  2, 70.876)
      (81,  3, 27.178)
      (81, 29, 39.172)
      (81, 106, 69.361)
      (81, 112, 39.958)
      (81, 156, 40.774)
      (81, 163, 94.753)
      (81, 222, 68.651)
      (81, 226, 19.147)
      (82, 28,  4.283)
      (82, 45, 70.572)
      (82, 46, 59.869)
      (82, 75, 92.559)
      (82, 140, 34.952)
      (82, 145, 46.611)
      (83, 22,  0.892)
      (83, 82, 82.453)
      (83, 104, 85.886)
      (83, 133, 44.329)
      (83, 144, 30.140)
      (83, 214, 18.003)
      (83, 215, 82.862)
      (83, 220, 14.329)
      (84, 55, 23.761)
      (84, 58, 95.992)
      (84, 181, 12.141)
      (84, 206, 23.532)
      (85, 13, 57.121)
      (85, 32, 91.501)
      (85, 113, 77.145)
      (85, 129, 40.028)
      (85, 135, 54.823)
      (85, 156, 36.813)
      (85, 199,  6.309)
      (86, 10, 68.333)
      (86, 33, 58.372)
      (86, 51, 98.696)
      (86, 63, 40.042)
      (86, 146, 31.953)
      (86, 211, 66.750)
      (86, 227, 30.541)
      (86, 239, 96.339)
      (87, 45, 13.889)
      (87, 86, 86.322)
      (87, 113,  0.346)
      (87, 161, 29.698)
      (87, 179, 10.997)
      (87, 188,  2.066)
      (87, 221, 54.619)
      (87, 248, 79.706)
      (87, 254, 47.969)
      (88, 56, 93.161)
      (88, 60, 41.884)
      (88, 128, 60.749)
      (88, 141, 89.762)
      (88, 159, 77.614)
      (88, 170, 44.155)
      (88, 226, 22.090)
      (89, 39, 87.106)
      (89, 229, 48.537)
      (90, 46, 92.904)
      (90, 68, 95.781)
      (90, 82, 69.084)
      (90, 128, 87.754)
      (90, 186, 80.913)
      (90, 246, 56.796)
      (91, 42, 82.242)
      (91, 46, 88.997)
      (91, 65, 61.363)
      (91, 139, 86.126)
      (92, 12, 75.031)
      (92, 19,  3.254)
      (92, 30, 38.261)
      (92, 40, 56.404)
      (92, 48, 75.774)
      (92, 85, 55.966)
      (92, 189, 17.607)
      (92, 228, 66.703)
      (92, 247, 15.667)
      (92, 252, 10.376)
      (93, 39, 79.363)
      (93, 61, 40.317)
      (93, 64,  2.738)
      (93, 82, 33.532)
      (93, 121, 15.467)
      (93, 155, 44.929)
      (93, 181, 49.854)
      (94,  0, 64.513)
      (94, 55, 36.596)
      (94, 215, 76.613)
      (95, 31, 14.058)
      (95, 43, 44.744)
      (95, 65, 43.138)
      (95, 76, 86.658)
      (95, 98, 43.904)
      (95, 213, 15.791)
      (96, 38, 86.808)
      (96, 129, 71.049)
      (96, 133, 43.699)
      (97, 65, 17.716)
      (97, 84, 28.749)
      (97, 111, 54.853)
      (97, 146, 93.812)
      (97, 166, 43.349)
      (97, 206, 37.147)
      (97, 225, 37.893)
      (97, 249, 57.677)
      (98, 113, 77.822)
      (98, 198, 83.606)
      (98, 210, 38.411)
      (98, 224, 88.537)
      (99, 30, 93.984)
      (99, 58,  0.661)
      (99, 60,  7.453)
      (99, 117, 24.558)
      (99, 123, 94.085)
      (99, 151, 52.219)
      (99, 196, 29.556)
      (99, 214, 15.821)
      (99, 229, 46.002)
      (99, 249, 94.240)
      (100, 63, 47.599)
      (100, 93, 97.155)
      (100, 216, 75.751)
      (101, 14, 78.937)
      (101, 232, 97.424)
      (101, 247, 74.562)
      (102, 22, 56.491)
      (102, 68, 64.986)
      (102, 84, 63.372)
      (102, 150, 19.649)
      (102, 151, 42.926)
      (102, 172, 55.961)
      (102, 174, 89.946)
      (103, 24, 79.302)
      (103, 58, 67.367)
      (103, 64, 14.244)
      (103, 158, 16.793)
      (103, 195, 83.003)
      (103, 243,  7.346)
      (104, 100, 66.416)
      (104, 110, 85.796)
      (104, 168,  1.963)
      (104, 232, 31.291)
      (104, 252, 15.941)
      (105, 35, 63.850)
      (105, 45, 92.983)
      (105, 48,  6.194)
      (105, 152, 44.913)
      (105, 175, 81.863)
      (105, 183,  7.699)
      (105, 214, 21.962)
      (105, 216, 96.020)
      (105, 236, 26.042)
      (106, 50, 21.661)
      (106, 63,  3.817)
      (106, 72,  3.028)
      (106, 89, 76.194)
      (106, 178,  4.723)
      (106, 192,  0.936)
      (106, 227, 39.164)
      (107, 36, 69.409)
      (107, 45, 22.272)
      (107, 50,  2.744)
      (107, 113, 95.917)
      (107, 130, 89.064)
      (107, 175, 26.268)
      (107, 253,  2.144)
      (108, 35, 67.713)
      (108, 41, 95.491)
      (108, 50, 85.789)
      (108, 62, 20.142)
      (108, 137, 24.945)
      (108, 177, 90.182)
      (109, 45, 31.476)
      (109, 47, 58.331)
      (109, 50, 70.336)
      (109, 64, 57.027)
      (109, 104, 87.396)
      (109, 114, 89.501)
      (109, 147, 92.306)
      (109, 169, 25.448)
      (109, 178, 85.902)
      (109, 197, 99.122)
      (110, 35, 26.024)
      (110, 53, 25.212)
      (110, 55, 25.618)
      (110, 72, 78.266)
      (110, 234, 63.478)
      (111, 66, 22.285)
      (111, 163, 99.219)
      (111, 191, 63.931)
      (112,  0, 38.266)
      (112, 143, 31.783)
      (113, 34, 74.102)
      (113, 125, 63.985)
      (113, 152,  8.512)
      (113, 178, 21.087)
      (113, 218, 14.348)
      (114, 30, 91.020)
      (114, 47, 36.412)
      (114, 53, 24.204)
      (114, 54, 44.104)
      (114, 81, 40.191)
      (114, 89, 84.848)
      (114, 93, 45.758)
      (114, 120, 51.721)
      (114, 137, 20.414)
      (114, 239,  7.198)
      (115, 27, 20.394)
      (115, 36, 74.390)
      (115, 50, 15.190)
      (116, 49, 64.747)
      (116, 51,  0.827)
      (116, 141, 67.312)
      (116, 195, 16.550)
      (116, 206, 59.768)
      (117, 25, 47.763)
      (117, 29, 50.756)
      (117, 54, 32.685)
      (117, 173, 28.599)
      (117, 216, 27.595)
      (118, 15, 60.293)
      (118, 91, 39.795)
      (118, 94, 28.753)
      (118, 117, 21.484)
      (118, 161, 91.992)
      (118, 215, 95.065)
      (118, 218, 71.707)
      (118, 244, 89.926)
      (119, 26, 41.883)
      (119, 94, 57.944)
      (119, 95, 31.843)
      (119, 126, 33.094)
      (119, 233, 23.815)
      (120, 18,  5.367)
      (120, 119, 94.165)
      (120, 168, 18.640)
      (120, 183, 95.227)
      (120, 218, 11.902)
      (120, 245, 56.403)
      (121, 10, 51.740)
      (121, 191, 21.436)
      (121, 224, 64.495)
      (121, 236, 34.049)
      (121, 240, 46.463)
      (122, 19, 83.670)
      (122, 20, 30.593)
      (122, 97, 13.708)
      (122, 201, 42.985)
      (123,  6, 44.926)
      (123, 19, 87.349)
      (123, 21, 90.924)
      (123, 24, 91.632)
      (123, 95, 39.476)
      (123, 97, 16.886)
      (123, 186, 88.796)
      (124,  1, 46.569)
      (124, 28, 35.431)
      (124, 77,  0.775)
      (124, 100, 78.018)
      (124, 217, 49.183)
      (125, 71, 78.603)
      (125, 155, 23.027)
      (125, 174, 32.072)
      (125, 186, 17.670)
      (126, 46, 47.287)
      (126, 53, 89.531)
      (126, 58, 45.275)
      (126, 128, 35.272)
      (126, 146,  1.634)
      (126, 183, 15.536)
      (127, 79, 13.702)
      (127, 162, 17.557)
      (127, 187, 46.883)
      (127, 201, 89.568)
      (127, 202, 66.713)
      (127, 212, 24.502)
      (127, 254, 57.870)
      (128, 108, 34.850)
      (128, 125, 67.787)
      (128, 149, 90.382)
      (128, 151, 93.024)
      (128, 175, 13.408)
      (128, 226, 90.376)
      (129,  2, 47.477)
      (129, 71, 35.851)
      (129, 112, 98.476)
      (129, 120, 85.391)
      (129, 144, 64.338)
      (129, 211, 42.896)
      (130,  9, 68.869)
      (130, 29, 71.829)
      (130, 49, 99.122)
      (130, 95, 16.606)
      (130, 113, 96.363)
      (130, 204, 47.949)
      (130, 218, 43.042)
      (131, 116,  9.872)
      (131, 191, 90.934)
      (132,  7, 15.835)
      (132, 10, 51.695)
      (132, 127, 66.511)
      (132, 151, 98.003)
      (132, 156, 84.175)
      (132, 163, 63.895)
      (133, 12,  1.260)
      (133, 24, 25.982)
      (133, 28, 18.028)
      (133, 139, 53.160)
      (133, 155, 63.493)
      (133, 157, 67.989)
      (133, 166, 38.903)
      (133, 171, 97.271)
      (133, 205, 46.103)
      (133, 221,  0.695)
      (134, 58, 57.793)
      (134, 69, 20.229)
      (134, 89,  8.786)
      (134, 192, 88.672)
      (135, 13, 14.224)
      (135, 20, 62.246)
      (135, 63, 19.546)
      (135, 97, 28.026)
      (135, 114, 49.025)
      (135, 153, 33.388)
      (135, 192, 75.261)
      (135, 195, 38.979)
      (135, 224, 14.133)
      (135, 227,  6.995)
      (135, 245, 42.746)
      (136, 78, 38.654)
      (136, 104, 59.446)
      (136, 117, 44.465)
      (136, 120, 36.191)
      (136, 123, 80.381)
      (136, 126, 70.061)
      (136, 148, 38.026)
      (136, 174, 63.677)
      (136, 204, 88.904)
      (136, 243, 43.961)
      (136, 248, 80.503)
      (137,  5, 63.380)
      (137, 29,  1.070)
      (137, 35, 20.696)
      (137, 74, 79.635)
      (137, 166, 66.440)
      (137, 176, 90.753)
      (137, 217,  5.260)
      (137, 254, 72.134)
      (138, 61, 28.555)
      (139,  4, 96.535)
      (139, 68, 48.734)
      (139, 71, 24.751)
      (139, 134, 91.661)
      (139, 181, 15.328)
      (140, 12, 37.350)
      (140, 26,  1.093)
      (140, 96, 91.730)
      (140, 188,  4.175)
      (140, 219, 97.077)
      (140, 239, 45.833)
      (141, 50, 88.049)
      (141, 63, 21.166)
      (141, 169, 86.996)
      (141, 205, 17.258)
      (141, 228, 44.446)
      (142,  0, 64.381)
      (142, 118,  8.637)
      (142, 123, 33.095)
      (142, 129, 25.391)
      (142, 158, 49.910)
      (142, 237, 68.731)
      (143,  0, 81.900)
      (143, 27, 13.122)
      (143, 157, 99.248)
      (143, 198, 19.108)
      (143, 215,  7.376)
      (144, 29, 87.942)
      (144, 30, 29.164)
      (144, 33, 16.135)
      (144, 64, 81.371)
      (144, 93, 43.125)
      (144, 132, 78.588)
      (144, 142, 31.903)
      (144, 147, 74.559)
      (145, 41, 54.492)
      (145, 161, 38.938)
      (145, 196, 85.120)
      (145, 202, 37.397)
      (145, 206, 55.484)
      (146, 41, 41.946)
      (146, 104, 24.220)
      (146, 119, 21.831)
      (146, 128, 54.335)
      (146, 130, 46.624)
      (146, 198, 55.559)
      (147, 22, 69.289)
      (147, 66,  0.664)
      (147, 179, 12.988)
      (147, 183, 28.569)
      (147, 226, 60.556)
      (147, 239, 54.698)
      (148, 14,  3.487)
      (148, 32, 11.844)
      (148, 46, 59.663)
      (148, 50, 86.586)
      (148, 112, 34.040)
      (148, 126, 64.456)
      (148, 168, 32.229)
      (148, 213, 86.253)
      (148, 250, 65.022)
      (149,  3, 33.827)
      (149, 16, 39.226)
      (149, 17, 46.712)
      (149, 87, 85.843)
      (149, 236, 97.858)
      (149, 250, 19.448)
      (149, 251, 27.134)
      (150, 169, 46.308)
      (150, 240, 59.213)
      (151, 13, 57.131)
      (151, 69,  5.982)
      (151, 231, 86.154)
      (151, 248, 29.316)
      (152, 68, 31.071)
      (152, 128, 35.900)
      (152, 163, 70.791)
      (152, 220, 32.111)
      (153,  5, 36.404)
      (153,  6, 71.927)
      (153, 59, 58.190)
      (153, 178, 25.805)
      (153, 183, 29.278)
      (153, 237, 62.723)
      (154, 45, 60.969)
      (154, 167, 44.361)
      (154, 199, 32.137)
      (154, 219, 59.030)
      (155, 62, 56.255)
      (155, 123, 96.290)
      (155, 228, 54.207)
      (156,  2, 94.419)
      (156,  7, 32.592)
      (156, 11, 43.410)
      (156, 64, 93.921)
      (156, 138,  4.538)
      (156, 167,  6.737)
      (157,  4, 97.438)
      (157, 133, 34.212)
      (157, 235, 15.096)
      (157, 241, 38.388)
      (158, 37, 33.168)
      (158, 170, 77.202)
      (158, 194, 73.027)
      (158, 204, 24.901)
      (158, 215, 89.670)
      (159, 24, 78.799)
      (159, 31, 43.889)
      (159, 33, 98.460)
      (159, 90, 86.884)
      (159, 94, 10.504)
      (159, 99, 57.080)
      (159, 138, 30.520)
      (159, 145, 61.487)
      (159, 187, 90.012)
      (159, 245, 94.310)
      (160,  2, 71.937)
      (160, 69, 64.452)
      (160, 72, 29.503)
      (160, 115, 18.698)
      (160, 119, 54.882)
      (160, 138, 23.578)
      (160, 150, 77.436)
      (160, 192, 55.222)
      (160, 219, 82.188)
      (160, 220,  6.527)
      (161, 147, 78.157)
      (161, 201, 16.257)
      (162,  6, 11.380)
      (162, 13, 65.401)
      (162, 44, 63.139)
      (162, 62, 46.769)
      (162, 143,  9.919)
      (162, 190,  2.683)
      (163, 24, 81.796)
      (163, 98, 70.243)
      (163, 179, 46.045)
      (163, 185, 77.468)
      (163, 244, 46.674)
      (164, 40, 87.224)
      (164, 61, 74.119)
      (164, 80, 24.734)
      (164, 169, 75.180)
      (164, 198,  3.869)
      (165, 19, 99.074)
      (165, 72, 62.181)
      (165, 88, 69.705)
      (165, 176, 44.681)
      (165, 196, 30.307)
      (165, 200, 71.565)
      (165, 226, 50.326)
      (165, 248, 14.106)
      (166, 16, 19.363)
      (166, 25,  9.688)
      (166, 61, 59.219)
      (166, 79, 58.924)
      (166, 83, 13.374)
      (166, 175, 72.422)
      (167, 34, 17.015)
      (167, 36, 31.029)
      (167, 38, 61.125)
      (167, 110, 94.204)
      (167, 115, 39.585)
      (167, 190, 85.967)
      (167, 194, 27.909)
      (167, 197,  2.870)
      (167, 212, 79.797)
      (168, 51, 81.215)
      (168, 60, 65.869)
      (168, 64,  7.570)
      (168, 92, 20.872)
      (168, 144, 19.419)
      (168, 154, 68.617)
      (168, 198, 48.888)
      (168, 213, 60.730)
      (168, 223, 72.327)
      (169, 36, 50.372)
      (169, 90, 20.136)
      (169, 118, 53.687)
      (169, 134, 54.177)
      (169, 212, 72.006)
      (170, 15, 32.421)
      (170, 75, 80.929)
      (170, 114,  5.573)
      (170, 115, 60.336)
      (170, 117, 10.536)
      (170, 224, 63.439)
      (171, 32, 58.620)
      (171, 70, 18.017)
      (171, 85, 52.218)
      (171, 142, 14.883)
      (171, 148, 64.369)
      (171, 169, 14.509)
      (171, 183, 31.996)
      (171, 213, 68.525)
      (171, 236, 68.793)
      (172, 21, 52.201)
      (172, 26, 29.839)
      (172, 43, 36.756)
      (172, 45, 22.730)
      (172, 74, 15.521)
      (172, 190, 69.033)
      (173,  9, 33.435)
      (173, 49, 28.344)
      (173, 107, 99.980)
      (173, 134, 87.713)
      (173, 148, 64.971)
      (173, 200, 46.453)
      (173, 203, 67.152)
      (173, 213, 85.757)
      (173, 217, 93.627)
      (173, 238, 62.734)
      (173, 250, 57.971)
      (174,  4, 16.522)
      (174, 21, 19.398)
      (174, 50, 37.365)
      (174, 68, 88.492)
      (174, 137, 49.943)
      (174, 154, 94.250)
      (174, 186, 99.981)
      (174, 244, 73.194)
      (175, 80, 19.946)
      (175, 129, 40.742)
      (175, 189, 82.890)
      (175, 235, 34.241)
      (175, 253, 69.989)
      (176, 23, 69.166)
      (176, 68, 67.970)
      (176, 114, 41.958)
      (176, 124, 13.049)
      (176, 125, 63.202)
      (176, 141, 29.906)
      (176, 164, 28.641)
      (176, 179, 32.930)
      (177,  9, 68.553)
      (177, 50, 67.986)
      (177, 90, 70.080)
      (177, 97, 82.165)
      (177, 112,  5.509)
      (177, 154, 29.285)
      (177, 173, 63.695)
      (177, 213, 73.718)
      (177, 233, 34.437)
      (178, 79, 34.899)
      (178, 104, 32.226)
      (178, 181, 99.973)
      (178, 183, 10.820)
      (178, 191, 63.648)
      (178, 225, 38.086)
      (178, 238, 70.381)
      (179, 16, 60.144)
      (179, 26, 35.422)
      (179, 42, 39.784)
      (179, 88, 72.608)
      (179, 115, 28.973)
      (179, 120,  9.068)
      (179, 175, 90.605)
      (179, 242, 98.206)
      (180, 15, 47.834)
      (180, 24, 22.161)
      (180, 58, 55.504)
